12345,DefaultTrainee,Mall,System,2021/11/01 11:21:38 PM,79,54,40,135
12345,DefaultTrainee,OpenPlain,System,2021/11/04 4:06:27 PM,97,35,26,132
12345,DefaultTrainee,Mall,System,2021/11/04 4:28:38 PM,453,12,2,519
12345,DefaultTrainee,OpenPlain,System,2021/11/04 4:29:41 PM,144,36,20,180
12345,DefaultTrainee,Mall,System,2021/11/15 4:11:52 PM,12,0,0,12
12345,DefaultTrainee,Mall,System,2021/11/15 4:13:13 PM,1,0,0,1
12345,DefaultTrainee,Mall,System,2021/11/15 4:27:48 PM,99,0,0,112
12345,DefaultTrainee,Indoor_restaurant,System,2021/11/17 11:25:41 AM,8,30,73,41
12345,DefaultTrainee,Mall,System,2021/11/18 12:29:59 PM,1,0,0,1
12345,DefaultTrainee,Mall,System,2021/11/23 3:03:35 PM,11,0,0,12
12345,DefaultTrainee,Mall,System,2021/11/23 3:09:21 PM,1,0,0,1
12345,DefaultTrainee,Mall,System,2021/11/23 3:23:05 PM,17,1,5,18
12345,DefaultTrainee,Mall,System,2021/11/23 3:34:52 PM,3,0,0,3
12345,DefaultTrainee,Mall,System,2021/12/01 7:38:12 PM,1883,24,1,2017
12345,DefaultTrainee,Mall,System,2021/12/02 9:17:31 AM,151,19,11,172
12345,DefaultTrainee,OpenPlain,System,2021/12/02 4:17:08 PM,211,36,14,252
12345,DefaultTrainee,OpenPlain,System,2021/12/02 4:20:48 PM,46,9,13,66
12345,DefaultTrainee,OpenPlain,System,2021/12/02 4:23:34 PM,214,30,11,254
12345,DefaultTrainee,Mall,System,2021/12/03 10:29:04 AM,133,54,28,191
12345,DefaultTrainee,Mall,System,2021/12/03 11:30:39 AM,235,76,23,317
12345,DefaultTrainee,Mall,System,2021/12/03 11:38:13 AM,87,21,19,108
12345,DefaultTrainee,Mall,System,2021/12/03 11:40:32 AM,83,15,15,98
12345,DefaultTrainee,Mall,System,2021/12/03 1:51:33 PM,47,12,20,59
12345,DefaultTrainee,Mall,System,2021/12/03 1:53:32 PM,49,10,16,59
12345,DefaultTrainee,Mall,System,2021/12/03 1:57:09 PM,60,21,25,81
12345,DefaultTrainee,Mall,System,2021/12/03 2:04:30 PM,58,23,27,84
12345,DefaultTrainee,Mall,System,2021/12/03 2:08:01 PM,85,27,24,112
12345,DefaultTrainee,Mall,System,2021/12/03 2:11:09 PM,35,10,20,48
12345,DefaultTrainee,Mall,System,2021/12/03 2:25:18 PM,9,3,25,12
12345,DefaultTrainee,Mall,System,2021/12/03 2:32:57 PM,64,17,20,81
12345,DefaultTrainee,Mall,System,2021/12/03 3:28:17 PM,56,6,9,62
12345,DefaultTrainee,Mall,System,2021/12/03 3:28:17 PM,56,6,9,62
12345,DefaultTrainee,Mall,System,2021/12/03 3:28:17 PM,56,6,9,62
12345,DefaultTrainee,Mall,System,2021/12/03 3:28:18 PM,56,6,9,62
12345,DefaultTrainee,Mall,System,2021/12/03 3:28:18 PM,56,6,9,62
12345,DefaultTrainee,Mall,System,2021/12/03 3:28:18 PM,56,6,9,62
12345,DefaultTrainee,Mall,System,2021/12/03 3:28:20 PM,56,6,9,62
12345,DefaultTrainee,Mall,System,2021/12/03 3:28:20 PM,56,6,9,62
12345,DefaultTrainee,Mall,System,2021/12/03 3:28:20 PM,56,6,9,62
12345,DefaultTrainee,Mall,System,2021/12/03 3:31:32 PM,16,9,36,25
12345,DefaultTrainee,Mall,System,2021/12/03 3:31:32 PM,16,9,36,25
12345,DefaultTrainee,Mall,System,2021/12/03 3:31:32 PM,16,9,36,25
12345,DefaultTrainee,Mall,System,2021/12/03 3:31:32 PM,16,9,36,25
12345,DefaultTrainee,Mall,,2021/12/03 3:43:54 PM,5,0,0,5
12345,DefaultTrainee,Mall,brusley@imagistix.co.za,2021/12/03 4:03:57 PM,6,0,0,6
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:17 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:17 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:17 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:17 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:18 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:18 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:18 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:18 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:18 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:18 PM,41,18,29,61
12345,DefaultTrainee,OpenPlain,,2021/12/03 8:48:22 PM,41,18,29,61
12345,DefaultTrainee,Indoor_restaurant,,2021/12/03 8:52:05 PM,267,42,13,311
12345,DefaultTrainee,MiniCity,,2021/12/03 8:54:21 PM,3,0,0,3
12345,DefaultTrainee,MiniCity,,2021/12/03 8:55:14 PM,11,0,0,14
12345,DefaultTrainee,OpenPlain,,2021/12/04 1:45:17 PM,11,0,0,11
12345,DefaultTrainee,OpenPlain,,2021/12/04 1:48:28 PM,46,42,46,91
12345,DefaultTrainee,OpenPlain,,2021/12/04 2:48:29 PM,6,0,0,6
12345,DefaultTrainee,OpenPlain,,2021/12/04 3:54:07 PM,40,11,15,73
12345,DefaultTrainee,OpenPlain,,2021/12/04 4:20:27 PM,77,13,11,116
12345,DefaultTrainee,Mall,admin,2021/12/04 5:00:18 PM,75,2,1,156
12345,DefaultTrainee,Outdoor_FOREST,admin,2021/12/04 5:03:43 PM,75,2,1,172
12345,DefaultTrainee,MiniCity,admin,2021/12/04 5:04:01 PM,75,2,1,179
12345,DefaultTrainee,OpenPlain,admin,2021/12/04 5:05:01 PM,120,5,2,238
12345,DefaultTrainee,Mall,,2021/12/04 5:10:22 PM,56,3,2,128
12345,DefaultTrainee,Mall,,2021/12/06 9:01:39 AM,160,18,8,225
12345,DefaultTrainee,MiniCity,,2021/12/06 9:04:19 AM,161,18,6,267
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:06:47 PM,0,0,0,12
12345,DefaultTrainee,OpenPlain,beny@imagistix.co.za,2021/12/06 5:09:13 PM,48,11,11,97
12345,DefaultTrainee,OpenPlain,beny@imagistix.co.za,2021/12/06 5:09:13 PM,48,11,11,97
12345,DefaultTrainee,OpenPlain,beny@imagistix.co.za,2021/12/06 5:09:16 PM,48,11,11,97
12345,DefaultTrainee,OpenPlain,beny@imagistix.co.za,2021/12/06 5:09:16 PM,48,11,11,97
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:18:15 PM,0,0,0,135
12345,DefaultTrainee,Indoor_range,beny@imagistix.co.za,2021/12/06 5:18:15 PM,0,0,0,135
